pin,cdl_code,cdl_label,cdl_purity
0114400013,1.0,Corn,0.9657142857142857
0114400014,1.0,Corn,0.9441340782122905
0115100004,5.0,Soybean,0.9913793103448276
0115200001,5.0,Soybean,1.0
0115200003,5.0,Soybean,0.969639468690702
0115300002,5.0,Soybean,0.9598853868194842
0115300003,1.0,Corn,0.9617021276595744
0115400001,5.0,Soybean,1.0
0115400002,5.0,Soybean,0.9829545454545454
0115400007,1.0,Corn,0.9691358024691358
0115400008,5.0,Soybean,0.9583333333333334
0122100003,5.0,Soybean,0.9708454810495627
0122100004,5.0,Soybean,0.9945652173913043
0122200001,5.0,Soybean,0.9542857142857143
0122300001,1.0,Corn,0.938375350140056
0122300002,1.0,Corn,0.9637883008356546
0122400004,5.0,Soybean,0.981023102310231
0123100005,1.0,Corn,0.9655172413793104
0123100006,1.0,Corn,0.9252873563218391
0123100007,5.0,Soybean,0.9428571428571428
0123200001,1.0,Corn,0.9578651685393258
0123200005,1.0,Corn,0.9786585365853658
0123300001,5.0,Soybean,0.49333333333333335
0123300003,1.0,Corn,0.9566473988439307
0123400003,5.0,Soybean,0.949874686716792
0123400004,5.0,Soybean,0.9381107491856677
0124100004,1.0,Corn,0.9777777777777777
0124100005,1.0,Corn,0.9611940298507463
0124200001,1.0,Corn,0.9596541786743515
0124200002,5.0,Soybean,0.9858757062146892
0124300002,1.0,Corn,0.9546742209631728
0124300004,1.0,Corn,0.9034090909090909
0124400001,1.0,Corn,0.9673758865248226
0125100007,1.0,Corn,0.9230769230769231
0125100008,1.0,Corn,1.0
0125100009,1.0,Corn,0.958904109589041
0125200003,5.0,Soybean,0.9294117647058824
0125200004,5.0,Soybean,0.9404761904761905
0125200005,1.0,Corn,0.8876404494382022
0125200006,5.0,Soybean,0.5688622754491018
0125300016,1.0,Corn,0.797153024911032
0125300017,141.0,Other,0.8888888888888888
0125400001,5.0,Soybean,0.8728323699421965
0125400002,141.0,Other,0.5208333333333334
0125400003,1.0,Corn,0.7692307692307693
0125400004,1.0,Corn,0.8143712574850299
0125400005,1.0,Corn,0.9880952380952381
0125400006,1.0,Corn,0.9425287356321839
0126100002,5.0,Soybean,0.9576642335766423
0126200001,5.0,Soybean,0.9615384615384616
0126200002,5.0,Soybean,0.8100890207715133
0126300001,5.0,Soybean,0.5027932960893855
0126300002,5.0,Soybean,0.8056338028169014
0126400003,5.0,Soybean,0.46418338108882523
0127100001,5.0,Soybean,0.9831932773109243
0127100002,5.0,Soybean,0.9887640449438202
0127200002,5.0,Soybean,0.9915966386554622
0127200003,5.0,Soybean,0.9575070821529745
0127300002,1.0,Corn,0.9716713881019831
0127300003,5.0,Soybean,1.0
0127400001,5.0,Soybean,0.9982698961937716
0127400002,1.0,Corn,0.9935064935064936
0134100001,1.0,Corn,0.3451086956521739
0134100003,5.0,Soybean,0.9215686274509803
0134200001,5.0,Soybean,0.7014681892332789
0134300001,141.0,Other,0.4
0134300002,141.0,Other,0.8843537414965986
0134300003,141.0,Other,0.45549738219895286
0134400001,176.0,Other,0.3142857142857143
0134400002,176.0,Other,0.5932203389830508
0135100001,1.0,Corn,0.8201892744479495
0135100004,5.0,Soybean,0.30752688172043013
0135200003,1.0,Corn,0.30726256983240224
0135200014,176.0,Other,0.5140845070422535
0135200015,176.0,Other,0.6666666666666666
0135300001,176.0,Other,0.4883720930232558
0135300014,176.0,Other,0.5448275862068965
0135300015,141.0,Other,0.4838709677419355
0135300016,176.0,Other,0.41721854304635764
0135400008,141.0,Other,0.8245614035087719
0135400009,5.0,Soybean,0.5459662288930581
0136100010,176.0,Other,0.7692307692307693
0136100011,141.0,Other,0.6140350877192983
0136100022,176.0,Other,0.5094339622641509
0136100026,176.0,Other,0.46296296296296297
0136100028,176.0,Other,0.5384615384615384
0136200016,176.0,Other,0.7245901639344262
0136200021,176.0,Other,0.5737704918032787
0136200022,1.0,Corn,0.945054945054945
0136300008,1.0,Corn,0.9309309309309309
0136300009,1.0,Corn,0.49691358024691357
0136400001,5.0,Soybean,0.9542857142857143
0136400004,141.0,Other,0.3308270676691729
0136400005,176.0,Other,0.4606741573033708
0136400006,141.0,Other,0.5
0136400007,5.0,Soybean,0.7865853658536586
0201100003,5.0,Soybean,0.9661016949152542
0201100006,5.0,Soybean,0.988950276243094
0201100007,5.0,Soybean,0.9613259668508287
0201200001,5.0,Soybean,0.967032967032967
0201200002,1.0,Corn,0.9265536723163842
0201200008,5.0,Soybean,1.0
0201200012,5.0,Soybean,0.9746835443037974
0201200018,24.0,Other,0.8971428571428571
0201300004,5.0,Soybean,0.8333333333333334
0201300008,1.0,Corn,0.9424460431654677
0201300010,5.0,Soybean,0.9622641509433962
0201300011,1.0,Corn,0.9369369369369369
0201300014,1.0,Corn,1.0
0201400004,1.0,Corn,0.9875389408099688
0201400005,1.0,Corn,0.9553072625698324
0201400007,1.0,Corn,1.0
0202100003,5.0,Soybean,0.9719101123595506
0202100006,5.0,Soybean,0.9888888888888889
0202100008,5.0,Soybean,1.0
0202100009,5.0,Soybean,1.0
0202100010,5.0,Soybean,0.9302325581395349
0202100012,5.0,Soybean,1.0
0202200008,1.0,Corn,0.9487179487179487
0202200011,1.0,Corn,0.8628571428571429
0202200012,1.0,Corn,0.9154929577464789
0202200013,1.0,Corn,0.9907407407407407
0202200014,1.0,Corn,1.0
0202300002,5.0,Soybean,1.0
0202300003,5.0,Soybean,0.9572649572649573
0202300006,5.0,Soybean,0.9832402234636871
0202300009,5.0,Soybean,1.0
0202300012,5.0,Soybean,0.96
0202400001,5.0,Soybean,0.9955947136563876
0202400004,1.0,Corn,0.9671361502347418
0202400006,5.0,Soybean,0.9765258215962441
0203100005,1.0,Corn,0.9696969696969697
0203100006,1.0,Corn,0.9776536312849162
0203100011,1.0,Corn,0.96045197740113
0203100012,1.0,Corn,0.9390243902439024
0203200002,5.0,Soybean,0.9273743016759777
0203200008,1.0,Corn,0.9801980198019802
0203200009,1.0,Corn,0.9629629629629629
0203200015,5.0,Soybean,0.96
0203200016,1.0,Corn,0.9880952380952381
0203300001,5.0,Soybean,0.9209039548022598
0203300005,1.0,Corn,0.9896907216494846
0203300017,124.0,Other,0.33962264150943394
0203300018,1.0,Corn,0.9929328621908127
0203300021,5.0,Soybean,1.0
0203300022,5.0,Soybean,1.0
0203400002,5.0,Soybean,0.9411764705882353
0203400004,1.0,Corn,0.9037656903765691
0203400005,1.0,Corn,0.9759036144578314
0204101006,5.0,Soybean,0.9076517150395779
0204201001,5.0,Soybean,0.8852459016393442
0204226001,121.0,Other,0.5238095238095238
0204276004,1.0,Corn,0.9161676646706587
0204301009,1.0,Corn,0.8807947019867549
0204351002,122.0,Other,0.41333333333333333
0204427017,5.0,Soybean,0.8064516129032258
0204476014,5.0,Soybean,0.5434782608695652
0205100001,1.0,Corn,0.9529085872576177
0205100004,5.0,Soybean,0.9441489361702128
0205200002,1.0,Corn,0.9490084985835694
0205200005,1.0,Corn,0.9710144927536232
0205300006,1.0,Corn,0.8006042296072508
0205300007,5.0,Soybean,0.7950310559006211
0205400007,1.0,Corn,0.9583333333333334
0205400009,1.0,Corn,0.9790940766550522
0205400011,1.0,Corn,0.9326923076923077
0206100001,5.0,Soybean,0.9382022471910112
0206100002,1.0,Corn,0.9488636363636364
0206100007,5.0,Soybean,0.9742857142857143
0206200001,5.0,Soybean,0.6049723756906077
0206300001,1.0,Corn,0.9803707742639041
0206400001,1.0,Corn,0.6896551724137931
0206400002,5.0,Soybean,0.7794117647058824
0207100002,1.0,Corn,0.9606741573033708
0207100003,1.0,Corn,0.9624277456647399
0207200002,5.0,Soybean,0.6455331412103746
0207300002,1.0,Corn,0.9740634005763689
0207300006,1.0,Corn,0.9751381215469613
0207400002,5.0,Soybean,0.7179962894248608
0207400003,1.0,Corn,0.7
0208100001,5.0,Soybean,0.9606741573033708
0208100002,1.0,Corn,0.8901098901098901
0208200007,5.0,Soybean,0.680672268907563
0208200008,1.0,Corn,0.432
0208200009,1.0,Corn,0.7366666666666667
0208200011,5.0,Soybean,0.5882352941176471
0208300003,5.0,Soybean,0.994413407821229
0208300004,5.0,Soybean,0.9560439560439561
0208300007,1.0,Corn,0.9322033898305084
0208300008,1.0,Corn,0.936046511627907
0208400001,5.0,Soybean,0.994535519125683
0208400004,5.0,Soybean,0.9887640449438202
0208400010,5.0,Soybean,0.9861111111111112
0208400011,1.0,Corn,0.9065420560747663
0209100018,5.0,Soybean,0.9573170731707317
0209100022,1.0,Corn,0.9210526315789473
0209100023,1.0,Corn,0.7959183673469388
0209100026,1.0,Corn,0.9516129032258065
0209100027,5.0,Soybean,0.5909090909090909
0209100028,1.0,Corn,0.9433962264150944
0209100029,5.0,Soybean,0.618421052631579
0209203001,1.0,Corn,0.956989247311828
0209227001,1.0,Corn,0.9292929292929293
0209252001,5.0,Soybean,0.5222222222222223
0209276001,1.0,Corn,1.0
0209276002,5.0,Soybean,0.7421875
0209300008,1.0,Corn,0.9596928982725528
0209300009,5.0,Soybean,0.6783216783216783
0209400002,5.0,Soybean,0.9595375722543352
0209400003,1.0,Corn,0.9195402298850575
0209400004,1.0,Corn,0.9523809523809523
0209400005,5.0,Soybean,0.9339622641509434
0210100004,5.0,Soybean,0.9943502824858758
0210100010,1.0,Corn,0.9653179190751445
0210100012,5.0,Soybean,0.9631901840490797
0210100013,5.0,Soybean,0.9354838709677419
0210100014,5.0,Soybean,0.9545454545454546
0210200006,5.0,Soybean,0.960960960960961
0210200007,1.0,Corn,0.9779005524861878
0210200008,5.0,Soybean,0.7151515151515152
0210300004,5.0,Soybean,0.9944444444444445
0210300010,5.0,Soybean,0.9259259259259259
0210300015,111.0,Other,0.35
0210300016,1.0,Corn,0.9925187032418953
0210400002,5.0,Soybean,0.9945054945054945
0210400005,5.0,Soybean,0.9655172413793104
0210400007,5.0,Soybean,0.9659090909090909
0210400010,5.0,Soybean,1.0
0211100002,1.0,Corn,0.9728260869565217
0211100004,1.0,Corn,0.9893617021276596
0211100006,1.0,Corn,0.9171597633136095
0211100008,1.0,Corn,1.0
0211100010,1.0,Corn,0.9852941176470589
0211200002,5.0,Soybean,0.6332046332046332
0211200003,1.0,Corn,0.5481481481481482
0211300001,1.0,Corn,1.0
0211300002,5.0,Soybean,0.8448275862068966
0211300003,5.0,Soybean,0.5114942528735632
0211300004,5.0,Soybean,0.5227272727272727
0211400001,1.0,Corn,0.9888888888888889
0211400003,5.0,Soybean,0.9801136363636364
0211400004,1.0,Corn,0.9479768786127167
0212100009,1.0,Corn,0.9662921348314607
0212100012,1.0,Corn,0.4898989898989899
0212100013,5.0,Soybean,0.6235955056179775
0212100014,5.0,Soybean,1.0
0212200005,5.0,Soybean,0.9859550561797753
0212200006,1.0,Corn,0.923728813559322
0212300006,5.0,Soybean,0.9928571428571429
0212300007,5.0,Soybean,0.9787234042553191
0212300008,1.0,Corn,0.9505494505494505
0212300009,1.0,Corn,1.0
0212300010,5.0,Soybean,1.0
0212300011,5.0,Soybean,1.0
0212400004,5.0,Soybean,0.9805555555555555
0212400005,1.0,Corn,0.9819277108433735
0213100002,5.0,Soybean,0.7366197183098592
0213200002,5.0,Soybean,0.9804469273743017
0213200004,1.0,Corn,0.770949720670391
0213200005,1.0,Corn,0.9836065573770492
0213300005,5.0,Soybean,0.9888888888888889
0213300008,5.0,Soybean,0.9830508474576272
0213300009,5.0,Soybean,0.9884393063583815
0213300010,5.0,Soybean,1.0
0213400007,5.0,Soybean,0.9908256880733946
0213400013,5.0,Soybean,0.9772727272727273
0214100001,5.0,Soybean,0.519774011299435
0214100005,5.0,Soybean,1.0
0214100008,1.0,Corn,0.9715099715099715
0214100010,5.0,Soybean,0.9626168224299065
0214200002,1.0,Corn,0.9250720461095101
0214200003,5.0,Soybean,0.9495548961424333
0214300002,1.0,Corn,0.9858757062146892
0214400001,5.0,Soybean,0.6415270018621974
0215100003,1.0,Corn,0.9550561797752809
0215100005,5.0,Soybean,0.9545454545454546
0215100006,5.0,Soybean,0.9
0215100008,5.0,Soybean,0.9776536312849162
0215100010,5.0,Soybean,0.9822485207100592
0215200005,5.0,Soybean,0.6742209631728046
0215200007,5.0,Soybean,0.9444444444444444
0215200009,1.0,Corn,0.9281437125748503
0215300003,5.0,Soybean,0.9659090909090909
0215300004,5.0,Soybean,0.9680365296803652
0215300006,5.0,Soybean,0.9710982658959537
0215400001,1.0,Corn,0.46938775510204084
0215400003,1.0,Corn,0.9371428571428572
0215400004,1.0,Corn,0.9662921348314607
0215400005,1.0,Corn,0.9444444444444444
0215400006,1.0,Corn,0.9883720930232558
0215400007,1.0,Corn,0.9661016949152542
0216100001,5.0,Soybean,0.9770114942528736
0216100002,1.0,Corn,0.9705882352941176
0216100004,1.0,Corn,0.9431818181818182
0216100005,1.0,Corn,0.975
0216100006,1.0,Corn,1.0
0216200005,5.0,Soybean,0.9111111111111111
0216200006,5.0,Soybean,0.961038961038961
0216200008,5.0,Soybean,0.9259259259259259
0216200009,5.0,Soybean,1.0
0216200010,5.0,Soybean,0.9886363636363636
0216300007,1.0,Corn,0.9707602339181286
0216300010,1.0,Corn,0.9873417721518988
0216300011,1.0,Corn,0.9597701149425287
0216300012,1.0,Corn,0.972972972972973
0216400001,5.0,Soybean,0.9943181818181818
0216400002,1.0,Corn,0.34774436090225563
0217100009,1.0,Corn,0.9090909090909091
0217100010,5.0,Soybean,1.0
0217100011,5.0,Soybean,0.9555555555555556
0217100012,5.0,Soybean,0.9791666666666666
0217100013,5.0,Soybean,0.8809523809523809
0217100014,5.0,Soybean,0.9529411764705882
0217100016,5.0,Soybean,0.9818181818181818
0217100017,5.0,Soybean,1.0
0217100018,5.0,Soybean,0.9846153846153847
0217200010,5.0,Soybean,0.9772727272727273
0217200011,5.0,Soybean,0.9347826086956522
0217200018,1.0,Corn,0.9583333333333334
0217200022,1.0,Corn,0.8313953488372093
0217200023,5.0,Soybean,0.8913043478260869
0217200025,5.0,Soybean,0.9923076923076923
0217200026,5.0,Soybean,1.0
0217200027,5.0,Soybean,0.9827586206896551
0217200028,5.0,Soybean,0.9565217391304348
0217300001,5.0,Soybean,1.0
0217300002,5.0,Soybean,0.9831460674157303
0217300005,5.0,Soybean,0.9634146341463414
0217300007,5.0,Soybean,0.967032967032967
0217300008,5.0,Soybean,0.9776536312849162
0217400005,1.0,Corn,0.9664804469273743
0217400007,5.0,Soybean,0.5379746835443038
0217400008,5.0,Soybean,0.8947368421052632
0217400009,5.0,Soybean,0.9873417721518988
0217400010,5.0,Soybean,0.975
0217400011,5.0,Soybean,1.0
0218100001,5.0,Soybean,0.994413407821229
0218100002,1.0,Corn,0.9944444444444445
0218100003,1.0,Corn,0.9550561797752809
0218100005,5.0,Soybean,0.9666666666666667
0218100006,1.0,Corn,0.4899328859060403
0218200003,5.0,Soybean,0.9833333333333333
0218200005,5.0,Soybean,0.9510022271714922
0218200006,5.0,Soybean,1.0
0218200007,5.0,Soybean,1.0
0218300001,1.0,Corn,0.9818840579710145
0218300004,1.0,Corn,0.9722222222222222
0218300005,1.0,Corn,0.9659863945578231
0218300008,1.0,Corn,1.0
0218400001,1.0,Corn,0.9725274725274725
0218400002,1.0,Corn,0.9419889502762431
0218400003,5.0,Soybean,1.0
0219100001,5.0,Soybean,0.9534883720930233
0219100002,5.0,Soybean,1.0
0219100012,1.0,Corn,0.9452449567723343
0219200002,5.0,Soybean,0.968299711815562
0219200005,5.0,Soybean,0.9842105263157894
0219200006,5.0,Soybean,1.0
0219300007,1.0,Corn,0.9838337182448037
0219300008,1.0,Corn,0.9893238434163701
0219400001,5.0,Soybean,0.9661016949152542
0219400003,1.0,Corn,0.4972067039106145
0220100001,5.0,Soybean,0.9887005649717514
0220100007,5.0,Soybean,0.9754601226993865
0220100008,5.0,Soybean,0.9440993788819876
0220200009,1.0,Corn,0.9540229885057471
0220200010,1.0,Corn,0.5333333333333333
0220200013,1.0,Corn,0.9724770642201835
0220200015,5.0,Soybean,1.0
0220200016,1.0,Corn,0.9025974025974026
0220300001,1.0,Corn,0.9715909090909091
0220300003,1.0,Corn,0.988950276243094
0220300004,1.0,Corn,0.9597701149425287
0220300005,5.0,Soybean,0.9722222222222222
0220400002,5.0,Soybean,1.0
0220400005,1.0,Corn,0.9568965517241379
0220400006,1.0,Corn,1.0
0220400007,1.0,Corn,0.9723756906077348
0220400008,5.0,Soybean,0.9649122807017544
0220400009,5.0,Soybean,1.0
0221100002,5.0,Soybean,0.9888268156424581
0221100003,5.0,Soybean,0.9851301115241635
0221100004,5.0,Soybean,0.9444444444444444
0221200002,1.0,Corn,0.967032967032967
0221200003,1.0,Corn,0.9647058823529412
0221200009,1.0,Corn,0.6511627906976745
0221200010,1.0,Corn,0.9701492537313433
0221200012,123.0,Other,0.24444444444444444
0221200013,28.0,Other,0.40522875816993464
0221300006,1.0,Corn,0.9126760563380282
0221300013,5.0,Soybean,0.5645161290322581
0221300015,1.0,Corn,0.45930232558139533
0221400003,1.0,Corn,0.9456521739130435
0221400005,1.0,Corn,0.4838709677419355
0221400007,5.0,Soybean,1.0
0221400008,1.0,Corn,0.8415841584158416
0221400009,1.0,Corn,0.6357615894039735
0221400010,1.0,Corn,0.7302631578947368
0222100003,1.0,Corn,0.96045197740113
0222100004,1.0,Corn,0.983739837398374
0222100005,1.0,Corn,0.9508196721311475
0222100006,1.0,Corn,0.9047619047619048
0222200001,5.0,Soybean,0.7075070821529745
0222300003,1.0,Corn,0.9664429530201343
0222300004,1.0,Corn,0.9919678714859438
0222300005,1.0,Corn,0.9877551020408163
0223100001,1.0,Corn,0.6568213783403657
0223200002,1.0,Corn,0.6518518518518519
0223400002,1.0,Corn,0.9860205032618826
0224100006,1.0,Corn,0.9730290456431535
0224100009,1.0,Corn,0.9872068230277186
0224100011,1.0,Corn,0.967741935483871
0224300001,5.0,Soybean,0.5836200963523744
0225100001,1.0,Corn,0.6771300448430493
0225100002,5.0,Soybean,1.0
0225200001,1.0,Corn,0.800561797752809
0225200002,5.0,Soybean,0.9634703196347032
0225300006,5.0,Soybean,0.9722222222222222
0225300007,5.0,Soybean,0.9714285714285714
0225300009,5.0,Soybean,1.0
0225300010,5.0,Soybean,0.9859154929577465
0225300011,5.0,Soybean,0.9710144927536232
0225300012,5.0,Soybean,0.976878612716763
0225400011,1.0,Corn,0.9390581717451524
0225400012,5.0,Soybean,0.9659090909090909
0226100001,5.0,Soybean,0.9219330855018587
0226100002,5.0,Soybean,0.9662921348314607
0226100004,5.0,Soybean,0.988950276243094
0226200003,5.0,Soybean,0.9744680851063829
0226300001,5.0,Soybean,0.9549295774647887
0226300003,5.0,Soybean,0.9685714285714285
0226400006,5.0,Soybean,0.9635258358662614
0226400007,1.0,Corn,0.9364161849710982
0227100002,1.0,Corn,0.8888888888888888
0227100003,1.0,Corn,0.9418604651162791
0227100004,1.0,Corn,0.9834254143646409
0227100009,1.0,Corn,0.9832402234636871
0227200001,1.0,Corn,0.9310344827586207
0227200002,1.0,Corn,0.9657142857142857
0227200004,1.0,Corn,0.7892376681614349
0227300004,5.0,Soybean,0.9944444444444445
0227300005,5.0,Soybean,0.9771428571428571
0227300007,5.0,Soybean,0.9753846153846154
0227400001,5.0,Soybean,0.4943181818181818
0227400002,5.0,Soybean,0.3583815028901734
0228100012,5.0,Soybean,0.9834254143646409
0228100013,5.0,Soybean,0.967032967032967
0228100014,5.0,Soybean,1.0
0228100017,5.0,Soybean,0.9888888888888889
0228100019,5.0,Soybean,1.0
0228100020,5.0,Soybean,0.8813559322033898
0228200003,1.0,Corn,0.9829545454545454
0228200004,1.0,Corn,0.9805013927576601
0228300001,1.0,Corn,0.9804469273743017
0228300003,1.0,Corn,0.9644012944983819
0228300004,176.0,Other,0.5777777777777777
0228400002,5.0,Soybean,0.49014084507042255
0229100001,1.0,Corn,0.5887323943661972
0229100002,5.0,Soybean,0.5028089887640449
0229200003,5.0,Soybean,0.9885386819484241
0229200006,5.0,Soybean,0.9883381924198251
0229300002,1.0,Corn,0.7421383647798742
0229300003,5.0,Soybean,0.8607954545454546
0229300004,5.0,Soybean,0.5104166666666666
0229400005,5.0,Soybean,0.9560117302052786
0229400006,1.0,Corn,0.9433198380566802
0229400007,1.0,Corn,0.9649122807017544
0230100003,5.0,Soybean,0.9779005524861878
0230100004,5.0,Soybean,0.9467455621301775
0230100005,5.0,Soybean,0.9753086419753086
0230200001,1.0,Corn,0.4943820224719101
0230300001,5.0,Soybean,0.9632352941176471
0230300003,5.0,Soybean,0.6615969581749049
0230300004,176.0,Other,0.5730337078651685
0230400001,5.0,Soybean,0.35814606741573035
0231100002,1.0,Corn,0.4536741214057508
0231100005,141.0,Other,0.8095238095238095
0231100006,141.0,Other,0.8571428571428571
0231100014,141.0,Other,0.7071129707112971
0231200008,141.0,Other,0.5454545454545454
0231200009,141.0,Other,0.72
0231200010,176.0,Other,0.5185185185185185
0231200014,176.0,Other,0.3723076923076923
0231200015,176.0,Other,0.5208333333333334
0231200016,141.0,Other,0.7209302325581395
0231300008,5.0,Soybean,0.52
0231300009,141.0,Other,0.9337349397590361
0231300010,176.0,Other,0.4067796610169492
0231400014,141.0,Other,0.7148936170212766
0231400015,36.0,Other,0.39080459770114945
0231400020,141.0,Other,0.4152542372881356
0231400022,141.0,Other,0.7258064516129032
0231400023,141.0,Other,0.4188034188034188
0232100007,1.0,Corn,0.5714285714285714
0232200003,5.0,Soybean,0.9666666666666667
0232200005,1.0,Corn,0.8654434250764526
0232200007,1.0,Corn,0.9806295399515739
0232300004,1.0,Corn,0.9188191881918819
0232300005,176.0,Other,0.430939226519337
0232300006,5.0,Soybean,0.48
0232400005,141.0,Other,0.807909604519774
0232400009,141.0,Other,0.38144329896907214
0233100001,5.0,Soybean,0.96
0233100004,1.0,Corn,0.9248554913294798
0233100005,1.0,Corn,0.9943502824858758
0233200001,5.0,Soybean,0.9444444444444444
0233200003,5.0,Soybean,0.994413407821229
0233200006,5.0,Soybean,0.9818181818181818
0233300002,141.0,Other,0.6551724137931034
0233300013,1.0,Corn,0.9008264462809917
0233300017,1.0,Corn,0.9598853868194842
0233300018,1.0,Corn,0.9759036144578314
0233400001,1.0,Corn,1.0
0233400002,5.0,Soybean,1.0
0233400004,1.0,Corn,0.9731182795698925
0233400005,1.0,Corn,1.0
0233400006,1.0,Corn,1.0
0234100002,5.0,Soybean,0.9774011299435028
0234100004,5.0,Soybean,1.0
0234100006,5.0,Soybean,0.9696969696969697
0234200001,5.0,Soybean,0.8977272727272727
0234200002,5.0,Soybean,0.9661016949152542
0234200003,1.0,Corn,0.8439306358381503
0234300001,5.0,Soybean,1.0
0234300002,5.0,Soybean,1.0
0234300005,5.0,Soybean,0.5055555555555555
0234400002,1.0,Corn,0.957983193277311
0234400003,1.0,Corn,0.9662921348314607
0234400007,1.0,Corn,0.6428571428571429
0234400008,1.0,Corn,0.9662921348314607
0235100006,1.0,Corn,0.9272727272727272
0235100008,5.0,Soybean,0.8514285714285714
0235200001,5.0,Soybean,0.9595375722543352
0235200002,5.0,Soybean,0.9832402234636871
0235200003,5.0,Soybean,0.751412429378531
0235300001,1.0,Corn,0.9831460674157303
0235300003,1.0,Corn,0.9553072625698324
0235300004,1.0,Corn,0.9325842696629213
0235400001,5.0,Soybean,0.9611111111111111
0235400003,1.0,Corn,0.5888888888888889
0235400004,5.0,Soybean,1.0
0236100002,5.0,Soybean,0.5061728395061729
0236200008,1.0,Corn,0.985207100591716
