,cluster,cluster_label,seasonal_ndvi_integral,percentile_in_cluster,acres,estimated_yield_bu_ac,estimated_total_bushels,confidence
0916400010,2,"Soybean-like (later peak, slower decline)",79.01412496244404,59.53414021466088,150.9381829264853,75.84187520587024,11447.434833311312,0.571223285072187
0916400011,0,Non-row-crop (already green in April),70.97090031985005,4.53074433656958,55.326737481887605,,,1.0
0917200005,0,Non-row-crop (already green in April),72.28155047944749,5.048543689320388,261.5277064662904,,,1.0
0917300007,0,Non-row-crop (already green in April),94.37006449573256,40.1294498381877,257.9155374283104,,,1.0
0917400006,1,"Corn-like (early peak, fast decline)",82.73777469428555,44.10876132930513,90.49108711908629,243.72605157081733,22055.03536588575,0.5633296339171281
0917400007,1,"Corn-like (early peak, fast decline)",85.22867126879306,63.85608349354573,57.12129283336183,246.39883347767952,14074.619920877289,0.6066430422482703
0918100005,0,Non-row-crop (already green in April),99.87705077273347,52.49190938511327,33.74580289124911,,,1.0
0918100009,0,Non-row-crop (already green in April),113.74502913604465,86.73139158576052,9.653701653371103,,,1.0
0918100018,0,Non-row-crop (already green in April),120.59133582246821,97.28155339805825,19.384813541706798,,,1.0
0918100020,0,Non-row-crop (already green in April),71.20383895423396,4.660194174757281,24.7629145434446,,,1.0
0918100024,0,Non-row-crop (already green in April),105.85748481197591,67.18446601941747,42.92331365373457,,,1.0
0918200004,0,Non-row-crop (already green in April),82.24813953910953,15.46925566343042,11.467675333502465,,,1.0
0918200005,0,Non-row-crop (already green in April),98.13609285571484,48.02588996763754,197.8973802145652,,,1.0
0918300012,2,"Soybean-like (later peak, slower decline)",79.63242399752625,63.302123772550814,134.17225015029732,76.43099473323852,10254.918544584136,0.5372101080785491
0918300020,1,"Corn-like (early peak, fast decline)",77.07923726218071,14.721230431200219,86.8652249041021,237.65432758893246,20643.896615445778,0.6707533862983882
0918300021,0,Non-row-crop (already green in April),95.53033686537731,43.49514563106796,14.168847273774178,,,1.0
0918300022,0,Non-row-crop (already green in April),108.02235287478305,73.00970873786407,34.05733938639989,,,1.0
0918400004,0,Non-row-crop (already green in April),88.80235137367956,27.44336569579288,102.03027199833448,,,1.0
0919100001,2,"Soybean-like (later peak, slower decline)",80.59156833789743,69.69627768897008,83.7318521490124,77.34487398650681,6476.2295531221835,0.6805599109755059
0919100003,2,"Soybean-like (later peak, slower decline)",76.36776880067431,43.251883991778946,79.81822742517579,73.32040904983356,5852.305084446532,0.6389462744301075
0919100004,2,"Soybean-like (later peak, slower decline)",76.09146386526945,41.67618177666134,79.1470800820713,73.0571438274746,5782.259613080533,0.7061411413242789
0919200001,1,"Corn-like (early peak, fast decline)",89.28612551879831,88.95907717659983,37.82586062087327,250.7525631420592,9484.931503738255,0.5632097680823366
0919200002,0,Non-row-crop (already green in April),83.25405800064627,16.957928802589,29.78075298964417,,,1.0
0919200005,0,Non-row-crop (already green in April),89.8345259412857,29.967637540453072,266.60821199201257,,,1.0
0919300002,1,"Corn-like (early peak, fast decline)",82.43035716150082,41.74677286459764,79.07657520948092,243.39618640183025,19246.936839705166,0.6910731265954697
0919300004,1,"Corn-like (early peak, fast decline)",89.39305925692459,89.31612194452073,41.345007649515416,250.86730518451174,10372.110651866957,0.615231553378288
0919300005,1,"Corn-like (early peak, fast decline)",87.74902259943453,81.51606701455644,41.3652066912873,249.1032209277311,10304.206221141,0.6147680352084955
0919300011,1,"Corn-like (early peak, fast decline)",87.92101150984757,82.50480637187586,57.597272710742,249.2877684728349,14358.295584182182,0.7800850230369166
0919300012,1,"Corn-like (early peak, fast decline)",84.55253561078297,57.896182367481465,18.992765910506645,245.6733263764178,4666.015978322801,0.7310635694892026
0919400006,1,"Corn-like (early peak, fast decline)",85.24357002962441,64.04833836858006,77.91123948300648,246.41482014641247,19198.484064589113,0.6384011764318228
0920200004,0,Non-row-crop (already green in April),74.40744225577978,6.5372168284789645,59.063790485729605,,,1.0
0920200006,0,Non-row-crop (already green in April),88.79494756144129,27.378640776699033,96.77718112247497,,,1.0
0920300001,2,"Soybean-like (later peak, slower decline)",67.54725431834092,6.896551724137931,61.3390828519639,64.91616283863507,3981.897890790617,0.7010202080027396
0920300002,2,"Soybean-like (later peak, slower decline)",70.01021242035375,13.130851792646721,36.286338959623585,67.26288607554382,2440.7238835397284,0.6878267565399239
0920300007,1,"Corn-like (early peak, fast decline)",80.2186864007678,27.217797308431752,97.41008154307892,241.02301938489293,23478.07197204151,0.6703083465020165
0920400003,0,Non-row-crop (already green in April),108.72450762274005,75.53398058252428,27.40813900196633,,,1.0
0920400007,0,Non-row-crop (already green in April),98.31425724752509,48.54368932038835,91.2346480030411,,,1.0
0921100004,0,Non-row-crop (already green in April),90.20380128567777,30.355987055016183,24.814148564201435,,,1.0
0921100014,0,Non-row-crop (already green in April),93.28426646446519,37.73462783171521,18.681334902571926,,,1.0
0921100017,0,Non-row-crop (already green in April),100.4056640698187,54.757281553398066,119.92967648426117,,,1.0
0921251005,0,Non-row-crop (already green in April),79.87951203143398,12.297734627831716,15.162875106868936,,,1.0
0921251006,0,Non-row-crop (already green in April),99.28046615860967,50.55016181229773,19.05691212149527,,,1.0
0921286002,0,Non-row-crop (already green in April),78.56719170584824,10.550161812297734,65.70589546016163,,,1.0
0921300005,0,Non-row-crop (already green in April),114.38762547865517,88.3495145631068,10.135342299337943,,,1.0
0921300024,0,Non-row-crop (already green in April),110.96736366748755,80.19417475728156,9.42628329353354,,,1.0
0921300027,0,Non-row-crop (already green in April),116.68651571631311,91.84466019417475,16.066515354486167,,,1.0
0921300028,0,Non-row-crop (already green in April),104.33547176468977,64.07766990291263,13.524696217506335,,,1.0
0921300029,0,Non-row-crop (already green in April),105.0868102418512,65.5663430420712,48.65296393045987,,,1.0
0921400011,0,Non-row-crop (already green in April),94.69523731507849,41.16504854368932,26.789491112711815,,,1.0
0921400018,0,Non-row-crop (already green in April),82.4499089639521,15.792880258899677,24.97040940477262,,,1.0
0921400019,0,Non-row-crop (already green in April),108.20261223870659,74.04530744336569,43.68160466839979,,,1.0
0922100003,2,"Soybean-like (later peak, slower decline)",87.99016635897095,96.30052523407171,79.44354833309677,84.394308519076,6704.583327873495,0.5886680830012908
0922200001,1,"Corn-like (early peak, fast decline)",82.13281878819657,39.71436418566328,232.58109246493495,243.07692176880468,56535.09601800212,0.5381478287411261
0922300008,1,"Corn-like (early peak, fast decline)",83.36704351176789,48.66794836583356,95.24819439704761,244.40126961364268,23278.779639045482,0.576775316188001
0922300010,0,Non-row-crop (already green in April),111.04072493399926,80.3883495145631,33.511344808970875,,,1.0
0922300011,2,"Soybean-like (later peak, slower decline)",72.90320374205268,23.681205754738524,27.04332423795628,70.01934789000099,1893.5559279195566,0.6247347414437284
0922300016,0,Non-row-crop (already green in April),108.62423676350213,75.14563106796116,34.07472912318494,,,1.0
0922400004,2,"Soybean-like (later peak, slower decline)",75.42242432080877,37.22311029915506,38.617133718300934,72.41967839754561,2796.640404514368,0.700537617278565
0922400005,2,"Soybean-like (later peak, slower decline)",73.61073238407425,27.175154144781917,79.43564801556563,70.69348599395556,5615.582870409173,0.7658189318315504
0923100001,2,"Soybean-like (later peak, slower decline)",80.11377269979653,66.11098424297785,79.99450002658637,76.88962705173,6150.747273233831,0.7610304024107134
0923100003,1,"Corn-like (early peak, fast decline)",82.0920770785929,39.43971436418566,36.307049688076276,243.03320509851102,8823.818653364073,0.6214565873011061
0923200005,2,"Soybean-like (later peak, slower decline)",69.67398845391345,11.98903859328614,49.29429743656044,66.9425295927412,3299.8849649003337,0.6398141272587109
0923200006,1,"Corn-like (early peak, fast decline)",78.3709156640488,19.225487503433122,88.17207354049316,239.04032438114382,21076.681060477553,0.5318620868013606
0923200007,1,"Corn-like (early peak, fast decline)",77.53072860635933,16.012084592145015,19.019333722888078,238.13878684275116,4529.241059325993,0.7026434120423928
0923300001,1,"Corn-like (early peak, fast decline)",84.60304686910408,58.41801702828893,79.48565472038707,245.72752596812916,19531.813284397664,0.6230965545654457
0923400004,2,"Soybean-like (later peak, slower decline)",78.16784500890385,54.350308289563834,154.61028639541587,75.03553390827373,11601.26538739114,0.5333229351856216
0923400006,0,Non-row-crop (already green in April),66.9249428605678,2.84789644012945,74.87866271774703,,,0.9872611230965554
0924100001,2,"Soybean-like (later peak, slower decline)",58.496646793368924,1.187485727335008,37.70312323508675,56.29268241091875,2122.40994217247,0.6951910287329015
0924100002,2,"Soybean-like (later peak, slower decline)",63.96371810622828,3.0372231102991547,119.77906911160323,61.50174515430822,7366.6217833220935,0.5343853694291221
0924200002,2,"Soybean-like (later peak, slower decline)",70.7948665822341,15.437314455355104,79.88534662491816,68.01050989956136,5433.043157463887,0.7119748002301581
0924200004,2,"Soybean-like (later peak, slower decline)",70.99657727171791,16.122402374971454,79.29732308213137,68.20270121688733,5408.291633469589,0.6812637146309685
0924300001,2,"Soybean-like (later peak, slower decline)",68.66842574122857,9.317195706782371,39.746716208347394,65.98442259851417,2622.6641191948074,0.6554262461392029
0924300007,2,"Soybean-like (later peak, slower decline)",69.34696539845373,11.098424297784883,195.18530484553108,66.6309398005214,13005.380297108999,0.5214894602390859
0924400005,1,"Corn-like (early peak, fast decline)",79.70716528620844,24.773413897280967,78.97958864950905,240.47414698530628,18992.549209741068,0.7073813516222016
0925100003,2,"Soybean-like (later peak, slower decline)",72.29352928680274,21.123544188170815,45.38641810188778,69.43844592097622,3151.562338914751,0.5621768018016597
0925200006,0,Non-row-crop (already green in April),73.62210071076129,5.9546925566343045,70.81463690997208,,,1.0
0925200009,1,"Corn-like (early peak, fast decline)",81.98263017844367,38.6981598461961,156.13018079868945,242.91576638287958,37926.4825242112,0.5949170789960979
0925300004,2,"Soybean-like (later peak, slower decline)",80.81797060440798,71.08928979219,140.81844642668014,77.56059160641877,10921.962013950098,0.6982961965520588
0925300005,0,Non-row-crop (already green in April),76.74895704436162,8.932038834951456,114.48225213426498,,,1.0
0925400011,1,"Corn-like (early peak, fast decline)",105.962044586389,99.3683054106015,13.646665800068924,268.6461582516702,3666.1243401329716,0.6009270095460151
0925400012,0,Non-row-crop (already green in April),110.84768510327685,80.0,20.057161321285363,,,1.0
0925400014,0,Non-row-crop (already green in April),88.1593375141166,25.954692556634306,36.67126289027754,,,0.6654596671228155
0925400016,0,Non-row-crop (already green in April),99.23736165350857,50.420711974110034,10.785979808674838,,,1.0
0926100001,1,"Corn-like (early peak, fast decline)",86.84723078186678,76.02307058500412,39.37395877012926,248.13558024829905,9770.080106098629,0.5481088079852193
0926100003,2,"Soybean-like (later peak, slower decline)",78.07059968418892,53.61954784197306,50.4535110820755,74.94287790125405,3781.131320713552,0.682827020617849
0926100005,2,"Soybean-like (later peak, slower decline)",78.90351705978195,58.84905229504454,224.03038236250774,75.73648724366707,16967.274195991922,0.5277401496815132
0926300003,0,Non-row-crop (already green in April),98.99251652668775,50.161812297734635,36.12735346142793,,,1.0
0926300005,2,"Soybean-like (later peak, slower decline)",77.2536440846885,48.91527746060744,35.074906589289256,74.16447704770177,2601.3121046916262,0.6573830831324255
0926300006,0,Non-row-crop (already green in April),106.9466941171383,70.35598705501617,9.519965380389271,,,1.0
0926400008,2,"Soybean-like (later peak, slower decline)",75.70122657547743,39.09568394610642,231.6107085443832,72.6853230826902,16834.699179959287,0.6010451761006687
0927100003,0,Non-row-crop (already green in April),89.16879905862785,28.41423948220065,136.83554557013912,,,0.6764421170518213
0927200002,2,"Soybean-like (later peak, slower decline)",74.16190885094767,30.166704727106648,77.2579924770845,71.21865068165043,5502.209978591058,0.6087954735260609
0927200004,1,"Corn-like (early peak, fast decline)",89.65801880711945,90.44218621257896,75.83593252346684,251.15161208792108,19046.3167074595,0.7125552764871376
0927300003,2,"Soybean-like (later peak, slower decline)",90.45787166471315,98.31011646494633,16.95016243969844,86.7455549239968,1470.3512468835286,0.595227616923839
0927300005,0,Non-row-crop (already green in April),73.9723905773056,6.27831715210356,39.15471926803725,,,0.8558634848426829
0927300011,0,Non-row-crop (already green in April),114.34953291733794,88.15533980582524,39.28183330063423,,,1.0
0927300012,1,"Corn-like (early peak, fast decline)",71.88587936414027,5.932436143916506,72.34015511170425,232.08175056273183,16788.829834303877,0.5045206917188195
0927400010,0,Non-row-crop (already green in April),100.33294351119787,54.4336569579288,62.87927426869037,,,1.0
0927400014,0,Non-row-crop (already green in April),75.12016308312349,7.702265372168285,15.23656634532267,,,1.0
0927400015,0,Non-row-crop (already green in April),83.40530272236312,17.411003236245957,35.1570516317226,,,1.0
0927400016,0,Non-row-crop (already green in April),108.37790033973815,74.62783171521036,19.221142711383887,,,1.0
0928100013,2,"Soybean-like (later peak, slower decline)",64.3575770327167,3.3340945421329073,23.8712454880116,61.877016619177624,1477.0814537821625,0.5603511814091386
0928100016,2,"Soybean-like (later peak, slower decline)",83.02481781409077,82.98698332952729,89.14784738698464,79.66329064260516,7101.810876551966,0.6893718078253115
0928200013,0,Non-row-crop (already green in April),111.29527947545606,80.84142394822007,10.980823767728305,,,1.0
0928200022,0,Non-row-crop (already green in April),107.8136243514574,72.75080906148868,40.64433920005152,,,1.0
0928200024,0,Non-row-crop (already green in April),112.33221316956212,83.5598705501618,46.773725202746384,,,1.0
0928200025,0,Non-row-crop (already green in April),120.38223341872416,96.957928802589,29.35568535322898,,,1.0
0928300004,0,Non-row-crop (already green in April),90.84203438763831,31.779935275080906,41.4977768281994,,,1.0
0928300011,0,Non-row-crop (already green in April),89.1959470232627,28.54368932038835,57.6323729280716,,,0.514448943492023
0928300019,2,"Soybean-like (later peak, slower decline)",91.24799806825158,98.6298241607673,9.569042415622013,87.49839273709782,837.2758314000421,0.5139362444624704
0928400006,0,Non-row-crop (already green in April),97.82793774394662,47.443365695792885,13.401285431911415,,,1.0
0928400012,0,Non-row-crop (already green in April),108.03480804550944,73.20388349514563,10.434888258560465,,,1.0
0928400015,2,"Soybean-like (later peak, slower decline)",101.33969592248371,99.86298241607673,75.0979994140574,97.11383111383451,7293.0544320836125,0.5489044290730292
0928400018,1,"Corn-like (early peak, fast decline)",89.43853429892236,89.56330678385059,32.51981689478762,250.91610081525346,8159.745654466113,0.6271449462981185
0928400019,0,Non-row-crop (already green in April),103.14306192042419,61.03559870550161,13.98748578553834,,,1.0
0929100007,1,"Corn-like (early peak, fast decline)",85.31261825454094,64.5976380115353,81.19729388085763,246.48891027449991,20014.232485930916,0.6830202453882904
0929100008,1,"Corn-like (early peak, fast decline)",88.82141451775571,86.92666849766547,163.62616274810657,250.25391893169007,40948.08846746819,0.5678857696846279
0929200019,0,Non-row-crop (already green in April),114.36083786609822,88.28478964401295,23.758768813559023,,,1.0
0929200023,0,Non-row-crop (already green in April),80.40915120586446,13.139158576051779,55.85847944681835,,,1.0
0929200024,0,Non-row-crop (already green in April),86.09752256437667,22.588996763754047,93.89908347665126,,,0.6039200491638366
0929300006,2,"Soybean-like (later peak, slower decline)",76.33568940816153,43.11486640785567,17.071621050771757,73.28984358638773,1251.1764365771462,0.6959192600632541
0929300007,0,Non-row-crop (already green in April),79.89303457499312,12.362459546925567,45.310391119460824,,,1.0
0929400001,0,Non-row-crop (already green in April),95.63094529430863,43.75404530744337,26.526735170099048,,,0.6190579315493779
0929400003,0,Non-row-crop (already green in April),81.2462782992355,14.174757281553399,42.97150006292594,,,1.0
0929400005,2,"Soybean-like (later peak, slower decline)",71.04466808597618,16.396437542817996,14.227080041484282,68.24852247190971,970.9771919208981,0.7178862658493458
0929400006,1,"Corn-like (early peak, fast decline)",75.73517683123497,11.397967591321066,25.162653368086566,236.21212383052412,5943.723793287018,0.771511556606669
0929400007,1,"Corn-like (early peak, fast decline)",86.70028794687735,75.19912112057126,42.88832107661361,247.97790764369464,10635.356122929612,0.5723523482305803
0930100005,1,"Corn-like (early peak, fast decline)",87.55623868683308,80.41746772864597,65.5031014008799,248.8963599288407,16303.483502728752,0.6668808177299012
0930100008,2,"Soybean-like (later peak, slower decline)",78.24202773338493,54.784197305320845,159.4547299281251,75.10621571287881,11976.041342420594,0.7686176525162445
0930100009,1,"Corn-like (early peak, fast decline)",89.10210471511958,88.16259269431474,39.89964171355821,250.55510513453194,9997.058924370735,0.5563803295311224
0930200001,1,"Corn-like (early peak, fast decline)",80.75187854220974,30.348805273276575,77.74982943905438,241.59514523030623,18783.98133495988,0.758184780233053
0930300002,2,"Soybean-like (later peak, slower decline)",80.89979721825537,71.54601507193424,134.7415346828858,77.63855656081905,10461.13826156879,0.7781626358843979
0930300005,2,"Soybean-like (later peak, slower decline)",72.95608169159203,23.886732130623432,41.21097342489679,70.06973036008955,2887.6417957593344,0.5829677275736393
0930300006,2,"Soybean-like (later peak, slower decline)",72.66837662648949,22.516556291390728,40.79767017128642,69.79560301659123,2847.4979912769327,0.7224728924517776
0930400005,2,"Soybean-like (later peak, slower decline)",81.69626427053299,75.9990865494405,248.73832221363176,78.39743578717885,19500.446643553798,0.6604375445361079
0931100013,1,"Corn-like (early peak, fast decline)",82.3837902283368,41.36226311452897,39.76796700529454,243.3462191500011,9677.384414020418,0.5213526047183231
0931100014,2,"Soybean-like (later peak, slower decline)",75.97426718295085,40.717058689198446,39.95737706598774,72.94547803118644,2914.7099709508416,0.7512237640997848
0931100017,2,"Soybean-like (later peak, slower decline)",71.5708756767225,18.314683717743776,78.04990888472167,68.74989664454908,5365.923168941088,0.5798564324575524
0931200001,2,"Soybean-like (later peak, slower decline)",86.3696589935531,93.76569993149121,208.1562076918272,82.85027807580538,17245.79969047298,0.70448110178175
0931300001,1,"Corn-like (early peak, fast decline)",86.36797387701382,72.50755287009063,156.78589779134498,247.62132799184675,38823.5322214868,0.5166379146002976
0931400001,1,"Corn-like (early peak, fast decline)",88.02994001562826,83.49354572919528,213.5001604775037,249.40465094092767,53247.93299972385,0.5518462521910678
0932100005,2,"Soybean-like (later peak, slower decline)",81.68519394843729,75.90774149349167,276.9867782169805,78.38688790896656,21712.13153636023,0.7415835980821665
0932100006,2,"Soybean-like (later peak, slower decline)",83.08728142449993,83.37519981730989,33.07640470621819,79.72280639558879,2636.943808655975,0.6216368686130473
0932100007,2,"Soybean-like (later peak, slower decline)",83.75342691331687,85.77300753596711,33.59991592927174,80.35751434961004,2700.005726432145,0.707592909918279
0932100008,2,"Soybean-like (later peak, slower decline)",82.57682861235622,80.63484813884449,33.87072100011395,79.23644348319328,2683.795470260537,0.6591577048837647
0932200004,2,"Soybean-like (later peak, slower decline)",75.46237793431996,37.565654258963235,16.595881220798205,72.45774647233281,1202.5001539815455,0.5491601870998718
0932200005,2,"Soybean-like (later peak, slower decline)",86.04312793235519,93.10344827586206,23.800104776966858,82.53915705906563,1964.4405862082856,0.6844928484071023
0932300001,2,"Soybean-like (later peak, slower decline)",77.56798415714903,50.74217857958438,155.3574002506546,74.46398240742829,11568.53071912854,0.6545222558968168
0932400003,0,Non-row-crop (already green in April),83.24628788838349,16.893203883495143,155.47402405667734,,,0.9480764527211167
0933100005,0,Non-row-crop (already green in April),77.3169304487816,9.579288025889968,64.72254160956406,,,0.5028161456954647
0933100006,2,"Soybean-like (later peak, slower decline)",80.51515445826158,69.10253482530257,58.38600779863544,77.27206632209007,4511.6074668982255,0.5712582351403934
0933200001,1,"Corn-like (early peak, fast decline)",88.78355651768821,86.70694864048339,39.14857032386991,250.21329653947757,9795.492835543053,0.5694121713350928
0933200002,0,Non-row-crop (already green in April),87.32892110760153,24.401294498381876,38.18411811857618,,,1.0
0933300004,2,"Soybean-like (later peak, slower decline)",73.83772207514573,28.22562228819365,117.1825426973383,70.90976331598587,8309.386367433668,0.6145447207724641
0933400004,2,"Soybean-like (later peak, slower decline)",78.11025846282044,53.962091801781234,157.52639442637832,74.98066505536194,11811.433817863106,0.5162126130649836
0933400005,1,"Corn-like (early peak, fast decline)",88.72690131289295,86.59708871189234,118.18864001053886,250.1525043701615,29565.184286739765,0.618141432009021
0934100001,1,"Corn-like (early peak, fast decline)",76.89646846491894,14.089535841801704,38.87358578587413,237.4582130093631,9230.852213979848,0.5669456059614383
0934100007,0,Non-row-crop (already green in April),88.76271670678864,27.249190938511326,49.1047696254818,,,1.0
0934100009,0,Non-row-crop (already green in April),85.00869538959795,20.58252427184466,26.964401841422667,,,0.7107533442025542
0934200005,2,"Soybean-like (later peak, slower decline)",77.05533297226549,47.704955469285224,79.92279031264447,73.97552487052913,5912.330362495115,0.5234247078888895
0934200006,1,"Corn-like (early peak, fast decline)",88.25303340554188,84.59214501510573,120.149011482082,249.6440346159482,29994.483981504836,0.6015913572357128
0934300016,0,Non-row-crop (already green in April),83.62835899526661,17.864077669902912,31.046572695500885,,,0.9024172229901468
0934300017,2,"Soybean-like (later peak, slower decline)",69.50976873608371,11.463804521580268,206.19842965677591,66.7860599282858,13771.18068017586,0.5302221554976602
0934400010,1,"Corn-like (early peak, fast decline)",76.80131832022911,13.814886020324089,78.19955669241786,237.35611499864478,18561.142971128575,0.6894858926306121
0934400011,1,"Corn-like (early peak, fast decline)",82.83312156262923,44.82285086514694,76.43416115239201,243.8283606699558,18636.816212970964,0.7227105215931757
0935100001,1,"Corn-like (early peak, fast decline)",77.87448604862323,17.385333699533096,38.600764703815116,238.50764546234834,9206.577502553066,0.5595629751245386
0935200014,2,"Soybean-like (later peak, slower decline)",84.48993270261772,88.55903174240694,186.97239590237976,81.05926207664513,15155.84444054925,0.6963080412964263
0935200015,0,Non-row-crop (already green in April),88.3260409796278,26.537216828478964,9.998883166900246,,,1.0
0935300004,2,"Soybean-like (later peak, slower decline)",72.18786143248757,20.73532770038822,157.70923321555463,69.3377648704488,10935.2057305989,0.7442935924078911
0935400016,1,"Corn-like (early peak, fast decline)",88.0038078200312,83.1914309255699,73.85669854885086,249.3766105717316,18418.133152130555,0.542062001044912
0935400017,0,Non-row-crop (already green in April),80.35180530411063,12.944983818770226,41.26080275197467,,,0.5645909287907397
0935400018,2,"Soybean-like (later peak, slower decline)",77.04878463622265,47.6592829413108,79.65919537286901,73.96928557139437,5892.333770923245,0.7687124654851443
0936100007,1,"Corn-like (early peak, fast decline)",87.93660192287507,82.64213128261466,165.62199118485395,249.3044972982253,41290.30725387112,0.5645343453414965
0936200012,0,Non-row-crop (already green in April),105.91918079433304,67.44336569579288,13.39086704748619,,,1.0
0936200015,0,Non-row-crop (already green in April),75.01946409066002,7.443365695792881,87.39568449783657,,,1.0
0936300004,2,"Soybean-like (later peak, slower decline)",92.87526980618256,99.0180406485499,152.27244792082163,89.04886832052195,13559.689163744782,0.6560154577962481
0936400007,1,"Corn-like (early peak, fast decline)",78.15872330700844,18.236748146113705,20.160956813798986,238.81263773269916,4814.69127591837,0.6221225837685903
0936400015,0,Non-row-crop (already green in April),101.80921195886972,57.86407766990291,30.758264728611447,,,1.0
0936400017,2,"Soybean-like (later peak, slower decline)",67.41488180895446,6.759534140214661,98.69296719099297,64.79003741106436,6394.321036513383,0.6416358201258807
0936400018,1,"Corn-like (early peak, fast decline)",78.2086626875782,18.456468003295797,13.871639575755056,238.86622368813093,3313.466161823437,0.6126311068508051
0936400019,1,"Corn-like (early peak, fast decline)",76.48434517579551,12.990936555891238,20.787884795780503,237.01599646699887,4927.061229313092,0.5911423040250328
1001100001,2,"Soybean-like (later peak, slower decline)",77.38388530581702,49.646037908198224,167.1475149056692,74.28857176931959,12417.150157133221,0.6449795653333104
1001100004,2,"Soybean-like (later peak, slower decline)",70.37190180312878,14.067138616122401,80.07332004423327,67.60750618029009,5413.557479766847,0.6246096166589609
1001100011,1,"Corn-like (early peak, fast decline)",88.51350353202459,85.77313924745948,57.1519313298401,249.92352427780972,14283.612097237006,0.5746691100271781
1001100012,2,"Soybean-like (later peak, slower decline)",64.78029878870679,3.630965973966659,39.95446280243278,62.27978878437121,2488.35550432853,0.5651177467600297
1001100013,2,"Soybean-like (later peak, slower decline)",72.51260267304576,21.877140899748802,40.43946755894633,69.64718053390555,2816.4948977729523,0.5455456150925301
1001100014,2,"Soybean-like (later peak, slower decline)",75.95404978604863,40.602877369262394,241.14567287566388,72.92621475786422,17585.841128060336,0.6695911528016681
1001200001,2,"Soybean-like (later peak, slower decline)",81.24397064166538,73.23589860698789,161.90156972212387,77.96648734030842,12622.896686116032,0.6143413526306766
1001200002,1,"Corn-like (early peak, fast decline)",79.1526268964009,21.94452073606152,78.89731013121379,239.87911618791915,18925.81702387972,0.6222770097221558
1001200003,1,"Corn-like (early peak, fast decline)",79.17359431174548,22.164240593243616,34.013368353787435,239.901614644475,8159.861987570894,0.6757667079441956
1001200006,1,"Corn-like (early peak, fast decline)",78.81626297398745,20.790991485855535,23.1120543603622,239.5181909631833,5535.757449836707,0.650153381752485
1001400003,2,"Soybean-like (later peak, slower decline)",73.46544946509201,26.46722996117835,160.40778965436778,70.555059440283,11317.581133748332,0.6076192397268151
1002100001,1,"Corn-like (early peak, fast decline)",83.68563060667734,51.08486679483658,159.36669746954868,244.74311994647002,39003.902754262555,0.6387319077223053
1002100002,2,"Soybean-like (later peak, slower decline)",86.84685145968405,94.65631422699246,101.31235380555412,83.30495030422537,8439.820598975784,0.7372681491958505
1002100003,2,"Soybean-like (later peak, slower decline)",72.2804643027185,21.055035396209178,100.08674226334615,69.42599751525009,6948.621919684546,0.7524449695484988
1002200003,2,"Soybean-like (later peak, slower decline)",77.41070238964801,49.737382964147066,173.30466755315715,74.31412326925005,12878.984427681718,0.7271613808675604
1002200004,1,"Corn-like (early peak, fast decline)",84.7116434852085,59.21450151057401,85.94764615085101,245.84405231195282,21129.717616399026,0.6078180949736529
1002200005,2,"Soybean-like (later peak, slower decline)",67.98451667567755,7.764329755651975,39.750873138810405,65.33278938772203,2597.0354227559574,0.7545842311945944
1002200006,2,"Soybean-like (later peak, slower decline)",81.6687864957761,75.86206896551724,39.75013030494159,78.37125477643903,3115.267589525228,0.5156485361112216
1002200007,1,"Corn-like (early peak, fast decline)",81.05335536194227,32.463608898654215,39.858235688993986,241.91863589522023,9642.45000707161,0.6123263853715659
1002300001,1,"Corn-like (early peak, fast decline)",82.67112006833918,43.58692666849767,80.14466817817815,243.6545298223588,19527.61144272296,0.5929696992211289
1002400002,2,"Soybean-like (later peak, slower decline)",72.82994305023024,23.270153002968712,241.7505573098534,69.94954460438632,16910.341391680842,0.7665231172622478
1003100001,2,"Soybean-like (later peak, slower decline)",79.24357364135503,60.9271523178808,185.88218464317518,76.06049546824433,14138.29106267958,0.7792653077523714
1003100006,2,"Soybean-like (later peak, slower decline)",74.01811372187552,29.43594427951587,75.70265301190068,71.08164170432673,5381.068857458895,0.7326778695644087
1003100013,1,"Corn-like (early peak, fast decline)",66.67439351574008,3.4331227684702004,38.93277034703844,226.48972188276696,8817.872328026373,0.5162507320306488
1003100014,2,"Soybean-like (later peak, slower decline)",66.75797428068981,5.754738524777346,38.44204679163371,64.16413144870994,2466.6005434958433,0.6878390815238253
1003200001,1,"Corn-like (early peak, fast decline)",80.40053638084404,28.371326558637737,156.0094455581968,241.2181480552221,37632.309536670225,0.6670155973962731
1003200002,2,"Soybean-like (later peak, slower decline)",80.34059144050308,67.84654030600595,100.29865094259215,77.10574149108949,7733.601851484529,0.6629951676957415
1003200005,2,"Soybean-like (later peak, slower decline)",62.22799513290365,2.1009362868234756,94.35705032709934,59.84793649592771,5647.074755919297,0.680473101854683
1003300001,1,"Corn-like (early peak, fast decline)",76.02730567148288,11.947267234276298,39.06818170611785,236.52558392624954,9240.624490976345,0.5511254343848176
1003300002,2,"Soybean-like (later peak, slower decline)",75.69710258093664,39.0728476821192,39.46824949031138,72.68139371263318,2868.607380353755,0.7233084104347496
1003300003,1,"Corn-like (early peak, fast decline)",83.06602409908538,46.55314474045592,79.7165176635414,244.07826975565334,19457.06970226316,0.8076188870971469
1003400007,1,"Corn-like (early peak, fast decline)",83.73429569974525,51.41444658060972,77.75441702110189,244.79533856589356,19033.918839674312,0.767582917711326
